height,weight,age,gender,activity_level,fitness_level,goal,muscle_mass,body_fat_percentage,body_fat_mass,water,protein_intake,minerals,bmi,calories,protein,carbs,fat
1.618,55.0,42,Female,2,2,maintain,27.41,31.26,17.2,26.78,8.15,2.98,21.01,1670,83.6,206.8,56.5
1.636,56.7,17,Female,2,3,lose_fat,26.2,22.36,12.68,33.67,8.06,2.68,21.2,1553,107.5,155.2,55.8
1.677,96.6,34,Female,2,1,lose_fat,46.61,28.77,27.79,49.08,12.19,5.03,34.34,1878,141.5,192.8,60.1
1.707,63.9,38,Male,1,1,lose_fat,31.18,16.22,10.37,38.48,11.25,3.07,21.94,1424,107.6,138.8,48.7
1.842,84.7,38,Male,3,1,gain_muscle,41.68,20.7,17.54,46.32,13.16,3.81,24.97,3021,149.6,358.6,109.8
1.559,42.8,41,Female,2,1,gain_muscle,21.13,34.38,14.7,21.39,5.38,2.0,17.6,1651,70.0,220.4,54.4
1.596,54.7,44,Female,2,1,maintain,21.31,34.64,18.93,25.1,7.33,2.43,21.45,1585,85.6,179.9,58.1
1.639,63.4,35,Female,4,1,gain_muscle,25.31,30.94,19.61,31.91,8.9,2.67,23.6,2455,115.2,335.4,72.5
1.622,62.7,50,Female,1,1,gain_muscle,28.71,26.36,16.53,33.58,10.22,2.84,23.83,1692,109.7,175.6,61.2
1.789,63.0,36,Male,1,1,maintain,29.14,23.51,14.81,34.11,10.47,3.17,19.69,1910,82.3,253.4,63.0
1.638,72.0,63,Female,3,2,lose_fat,32.44,25.3,18.21,39.35,10.8,3.58,26.82,1580,111.2,172.4,49.5
1.642,59.6,30,Female,3,2,gain_muscle,26.4,32.03,19.1,29.19,7.37,3.06,22.12,2281,119.4,269.5,80.6
1.69,55.4,58,Female,3,2,maintain,24.21,25.79,14.29,30.64,8.13,3.26,19.41,1808,95.0,232.4,55.4
1.803,76.6,16,Male,2,1,gain_muscle,33.18,17.78,13.61,44.35,12.68,3.54,23.56,2688,127.7,347.4,87.5
1.599,68.9,47,Female,2,1,lose_fat,30.03,30.71,21.17,35.68,9.16,2.63,26.94,1256,93.7,120.0,44.6
1.513,48.9,34,Female,1,2,lose_fat,22.59,24.16,11.82,28.98,6.72,2.52,21.38,1100,80.3,118.0,34.1
1.79,74.1,53,Male,3,2,gain_muscle,29.89,11.46,8.49,48.06,12.77,3.39,23.11,2745,150.9,319.6,95.9
1.778,53.4,22,Male,1,1,gain_muscle,28.77,19.22,10.26,31.7,8.56,2.56,16.88,2035,95.6,253.6,70.9
1.571,69.1,62,Female,4,1,gain_muscle,30.14,34.65,23.95,32.6,8.58,4.23,27.99,2303,134.4,260.2,80.5
1.632,66.5,43,Female,3,3,gain_muscle,30.26,32.11,21.34,32.17,8.78,3.56,24.95,2392,162.2,262.6,77.0
1.758,85.7,49,Male,3,3,lose_fat,42.17,23.74,20.36,46.57,13.1,4.44,27.73,2130,157.7,212.4,72.2
1.577,67.2,57,Female,1,2,gain_muscle,27.33,30.4,20.42,32.45,9.87,3.09,27.0,1658,135.7,147.2,58.5
1.725,83.9,63,Male,2,2,gain_muscle,40.69,18.15,15.23,48.0,13.22,4.48,28.2,2406,169.1,268.6,72.8
1.765,78.4,49,Male,3,2,maintain,37.97,18.02,14.13,44.89,13.79,3.26,25.16,2532,123.6,328.5,80.4
1.501,51.2,34,Female,3,1,maintain,25.49,35.58,18.2,24.79,6.55,2.2,22.71,1740,77.0,228.2,57.7
1.733,65.8,33,Male,3,1,maintain,29.54,16.03,10.55,39.35,9.98,2.86,21.9,2448,103.8,321.7,82.9
1.786,60.4,44,Male,4,2,lose_fat,27.2,28.08,16.97,30.15,8.91,3.03,18.93,2020,99.6,229.4,78.2
1.548,74.5,16,Female,2,1,lose_fat,33.43,33.36,24.86,35.06,9.31,3.85,31.1,1509,94.2,163.4,53.2
1.779,69.7,69,Male,2,1,gain_muscle,35.16,16.59,11.57,41.53,12.6,3.57,22.02,2256,127.4,251.2,82.4
1.809,86.7,50,Male,1,1,maintain,39.74,23.83,20.67,47.97,12.9,3.68,26.51,2105,115.1,260.2,67.1
1.742,70.0,48,Male,5,3,gain_muscle,32.05,20.14,14.09,41.33,11.08,3.26,23.06,3339,150.2,461.6,99.1
1.791,60.2,52,Male,3,2,maintain,25.48,22.8,13.73,33.19,9.09,2.79,18.76,2267,92.9,299.9,77.3
1.717,87.0,66,Male,5,2,lose_fat,39.79,26.16,22.76,46.77,11.54,4.24,29.51,2520,140.4,312.3,78.8
1.804,63.9,47,Male,1,2,maintain,29.79,18.3,11.69,38.03,11.26,2.83,19.63,1791,106.4,217.4,55.1
1.68,85.9,22,Female,3,2,maintain,40.32,24.96,21.43,46.16,11.98,3.85,30.41,2567,169.0,291.0,80.8
1.63,59.5,59,Female,5,3,maintain,22.5,39.58,23.53,27.35,6.72,2.73,22.38,2190,111.7,274.7,71.6
1.73,62.2,19,Female,1,3,gain_muscle,29.21,28.83,17.92,32.5,9.38,3.38,20.77,2178,136.5,253.6,68.6
1.734,66.0,37,Male,2,1,maintain,35.32,18.27,12.06,39.67,10.78,3.35,21.94,2192,90.3,309.4,65.9
1.725,75.9,55,Male,3,2,gain_muscle,32.22,23.85,18.1,40.78,10.99,3.75,25.5,2725,165.9,290.6,99.9
1.688,71.6,25,Female,2,1,lose_fat,29.82,25.06,17.95,38.27,9.59,3.16,25.12,1668,101.5,185.9,57.6
1.723,68.9,20,Female,2,1,maintain,27.43,27.96,19.25,36.28,11.29,3.13,23.19,2034,99.9,245.9,72.3
1.639,67.4,65,Female,1,1,gain_muscle,29.28,32.49,21.9,33.42,9.43,3.34,25.08,1646,121.5,166.7,54.8
1.731,78.0,22,Male,4,3,maintain,40.57,30.65,23.9,37.62,9.89,3.47,26.03,2981,142.5,389.5,94.8
1.647,72.3,59,Female,3,1,gain_muscle,33.1,22.09,15.97,39.57,11.12,3.53,26.64,2176,126.0,256.0,72.0
1.628,63.7,64,Male,2,1,maintain,33.09,18.52,11.8,37.72,9.53,3.09,24.03,1901,108.6,218.6,65.8
1.742,67.2,59,Male,3,2,maintain,33.37,21.18,14.22,38.18,10.81,2.92,22.14,2305,109.4,313.6,68.1
1.716,84.1,40,Female,3,2,gain_muscle,40.17,23.57,19.82,45.97,13.25,4.08,28.53,2650,176.6,284.1,89.7
1.728,90.7,41,Male,2,1,lose_fat,41.31,11.98,10.87,56.12,15.68,3.84,30.4,2066,171.2,184.0,71.7
1.741,70.0,55,Male,1,2,lose_fat,33.42,30.11,21.07,36.0,9.53,3.08,23.08,1211,104.5,118.6,35.4
1.898,99.4,44,Male,1,1,lose_fat,53.68,22.13,22.01,52.98,14.17,5.03,27.61,1853,150.1,177.9,60.1
1.678,65.1,42,Female,3,3,lose_fat,30.23,27.99,18.22,33.93,8.97,3.17,23.12,1671,111.1,190.1,51.8
1.516,65.8,62,Female,2,2,gain_muscle,27.83,18.0,11.85,37.97,11.1,2.95,28.65,1808,136.3,174.4,62.8
1.869,91.8,62,Male,3,2,maintain,37.24,14.07,12.91,59.06,15.78,4.32,26.27,2764,171.7,333.7,82.5
1.688,68.1,27,Female,1,2,gain_muscle,32.21,22.63,15.4,37.91,10.6,3.42,23.89,1932,135.9,203.6,63.8
1.764,52.9,64,Male,3,2,gain_muscle,24.14,16.83,8.91,32.26,8.12,2.49,17.01,2286,104.5,304.5,72.2
1.694,61.3,43,Female,4,3,lose_fat,27.62,34.67,21.24,28.95,7.71,2.91,21.34,1678,93.7,203.2,54.5
1.758,75.8,21,Female,3,2,lose_fat,35.26,32.48,24.63,38.12,10.12,3.21,24.55,1928,118.5,211.8,67.4
1.639,59.4,61,Female,2,1,maintain,24.47,31.91,18.96,27.83,8.13,3.05,22.11,1577,90.8,194.1,48.6
1.632,57.7,20,Female,2,2,maintain,24.39,26.27,15.15,32.51,8.12,2.21,21.64,1791,98.8,216.6,58.8
1.709,63.9,32,Male,1,1,maintain,27.72,18.97,12.12,37.49,10.47,2.24,21.88,1899,93.9,230.1,67.0
1.755,69.9,42,Male,5,2,maintain,32.85,23.59,16.48,40.05,10.36,2.69,22.69,3006,116.8,407.5,101.0
1.548,54.8,51,Female,2,1,gain_muscle,24.46,34.47,18.88,26.55,7.39,2.59,22.87,1741,101.1,202.5,58.5
1.645,58.6,37,Female,5,2,maintain,24.46,32.24,18.9,29.24,7.89,2.73,21.67,2424,103.0,317.8,82.3
1.529,50.6,27,Female,3,1,maintain,21.53,25.64,12.98,26.43,6.77,2.0,21.66,1833,74.4,243.2,62.5
1.59,70.2,44,Female,4,2,gain_muscle,34.62,28.82,20.23,36.56,8.54,3.62,27.77,2456,152.2,289.0,76.8
1.767,87.0,17,Male,1,1,gain_muscle,45.56,10.17,8.84,55.25,14.88,3.86,27.86,2415,153.1,274.9,78.1
1.758,69.7,35,Male,3,1,gain_muscle,30.35,16.5,11.5,42.97,10.25,2.86,22.55,2694,128.4,350.9,86.3
1.739,69.8,69,Male,3,2,lose_fat,34.23,23.91,16.68,38.56,9.47,2.56,23.08,1742,117.7,184.8,59.1
1.584,48.8,17,Female,1,1,gain_muscle,18.85,29.8,14.54,24.73,6.95,2.17,19.44,1669,85.2,206.7,55.7
1.621,76.5,19,Female,2,1,lose_fat,30.45,35.72,27.33,34.68,9.14,3.25,29.13,1562,104.3,164.9,53.9
1.68,77.8,66,Female,4,3,maintain,31.3,30.46,23.68,36.91,11.23,3.64,27.56,2345,158.9,258.8,74.9
1.658,48.0,54,Female,3,3,lose_fat,18.0,22.64,10.87,26.63,7.63,2.33,17.46,1234,90.0,129.9,39.4
1.705,56.8,34,Male,3,2,maintain,27.07,24.52,13.93,29.64,8.26,2.92,19.55,2244,95.6,294.8,75.8
1.845,65.4,61,Male,3,1,gain_muscle,28.18,8.0,5.23,45.09,12.26,2.98,19.23,2513,121.9,318.7,83.4
1.637,59.8,34,Male,1,1,maintain,32.17,21.8,13.04,33.6,9.36,2.9,22.33,1785,76.4,238.9,58.2
1.801,88.9,47,Male,3,1,gain_muscle,40.78,12.32,10.96,56.09,14.78,4.15,27.42,2997,162.7,353.4,103.6
1.663,72.3,29,Female,2,1,maintain,35.3,30.09,21.75,35.65,9.48,3.69,26.15,1994,117.2,217.7,72.7
1.59,68.7,37,Female,4,3,lose_fat,31.52,21.89,15.03,40.54,10.37,3.42,27.16,1937,128.5,195.8,71.1
1.584,65.8,40,Female,1,1,lose_fat,31.2,39.46,25.98,29.26,7.9,2.9,26.25,1100,81.0,114.8,35.2
1.824,75.5,35,Male,3,1,lose_fat,31.77,21.63,16.33,41.87,11.73,3.68,22.67,2137,117.8,253.8,72.3
1.603,65.4,41,Female,5,3,gain_muscle,26.2,28.9,18.89,34.05,8.26,3.93,25.43,2791,143.6,323.1,102.7
1.571,57.5,16,Female,3,2,lose_fat,27.83,30.97,17.81,28.07,7.76,2.6,23.29,1511,93.6,178.0,47.2
1.722,76.8,49,Male,4,3,lose_fat,35.01,29.1,22.36,41.35,9.51,2.87,25.91,2175,132.3,251.9,70.9
1.605,80.9,33,Female,2,1,gain_muscle,33.35,33.88,27.42,38.48,10.98,4.1,31.43,2231,157.2,244.6,69.3
1.64,47.9,44,Female,3,1,maintain,18.95,24.89,11.92,26.7,6.58,2.66,17.8,1751,72.2,236.0,57.6
1.791,56.6,53,Male,3,1,lose_fat,26.62,22.45,12.71,31.62,8.36,2.63,17.65,1690,82.7,224.2,51.4
1.627,63.1,40,Female,3,2,gain_muscle,26.61,32.97,20.81,30.74,9.36,3.14,23.83,2221,129.2,241.8,81.9
1.743,89.3,60,Male,1,1,lose_fat,41.51,16.24,14.5,55.65,15.4,4.75,29.4,1630,137.2,140.0,57.9
1.815,75.8,23,Male,3,3,gain_muscle,33.3,19.58,14.84,44.68,11.2,3.43,23.0,3131,170.3,361.6,111.5
1.887,78.6,57,Male,3,2,maintain,32.49,20.35,16.0,43.61,13.39,4.6,22.07,2626,138.1,306.7,94.1
1.757,65.0,23,Male,2,1,maintain,31.56,18.24,11.85,37.47,10.51,2.86,21.05,2239,104.0,299.2,69.6
1.703,66.1,52,Female,3,1,lose_fat,31.7,39.64,26.19,30.93,7.69,2.94,22.77,1360,73.6,162.9,46.0
1.784,82.2,51,Male,3,3,lose_fat,41.54,17.42,14.33,48.25,13.18,3.58,25.85,2188,154.5,228.5,72.9
1.599,64.7,43,Female,3,3,gain_muscle,30.57,29.73,19.25,32.76,10.53,3.52,25.33,2321,149.2,249.9,80.5
1.462,50.2,64,Female,2,2,maintain,18.28,38.93,19.54,22.2,5.42,2.07,23.5,1268,81.5,140.1,42.4
1.567,51.4,19,Female,5,3,gain_muscle,24.37,20.85,10.71,28.89,7.08,2.38,20.93,2646,109.2,355.9,87.3
1.781,71.4,68,Male,1,1,lose_fat,34.39,23.9,17.06,39.89,11.25,3.87,22.5,1281,102.0,120.6,43.4
1.794,68.4,17,Male,3,2,gain_muscle,31.05,11.49,7.85,43.77,12.61,3.62,21.23,2928,127.9,382.7,98.4
1.644,82.0,45,Male,3,3,lose_fat,43.9,19.44,15.94,48.82,12.32,3.47,30.34,2061,165.2,205.6,64.2
1.643,61.6,63,Male,2,1,lose_fat,30.25,16.85,10.38,35.06,10.15,2.87,22.84,1366,101.6,130.6,48.6
1.857,115.3,66,Male,3,2,maintain,47.53,27.73,31.97,58.81,15.35,5.5,33.43,3093,173.0,344.2,113.8
1.624,58.3,22,Female,2,2,maintain,24.67,26.14,15.23,30.65,8.81,2.64,22.1,1869,106.0,221.8,62.0
1.634,76.9,48,Female,3,1,maintain,31.69,29.42,22.61,40.15,10.32,3.63,28.79,2114,100.7,274.8,68.0
1.72,64.1,66,Male,4,3,gain_muscle,31.95,17.57,11.26,37.55,11.27,2.91,21.65,2755,144.8,346.0,88.0
1.693,52.7,30,Male,3,1,gain_muscle,23.39,23.32,12.28,29.92,8.54,2.28,18.38,2423,96.4,315.2,86.3
1.528,42.1,61,Female,4,3,maintain,19.16,26.72,11.24,22.22,5.99,2.0,18.01,1556,80.5,174.0,59.8
1.572,77.4,48,Female,3,3,lose_fat,36.7,31.96,24.75,39.08,10.33,4.07,31.35,1594,133.7,156.8,48.0
1.674,72.5,37,Female,1,1,gain_muscle,31.43,28.69,20.79,37.11,10.23,3.59,25.87,1863,136.4,180.4,66.2
1.624,60.9,54,Female,3,3,maintain,22.56,36.87,22.46,27.59,7.81,2.89,23.09,1870,124.8,225.9,51.9
1.713,80.6,29,Female,3,1,gain_muscle,40.15,19.64,15.83,44.97,12.46,3.82,27.47,2588,147.2,311.2,83.8
1.617,51.9,57,Male,2,1,gain_muscle,26.2,16.59,8.61,31.2,9.05,2.38,19.85,1914,100.9,224.6,68.0
1.57,52.0,32,Female,3,2,gain_muscle,21.35,24.87,12.94,28.04,7.63,2.56,21.1,2126,103.3,264.6,72.7
1.83,103.3,37,Male,2,2,maintain,49.94,18.14,18.74,64.29,16.4,4.27,30.85,2740,166.2,321.9,87.5
1.617,59.9,48,Female,4,2,gain_muscle,29.15,31.1,18.64,30.87,8.9,2.92,22.94,2322,118.9,303.6,70.2
1.725,77.6,50,Male,3,2,lose_fat,36.52,19.03,14.78,47.57,12.97,3.98,26.1,2033,141.6,207.4,70.8
1.598,56.7,18,Female,5,3,lose_fat,28.22,45.0,25.53,22.9,5.7,3.36,22.23,1771,74.8,222.4,64.7
1.611,60.6,27,Female,3,2,maintain,27.39,30.33,18.38,30.57,8.69,3.19,23.35,2016,103.8,224.9,77.9
1.672,79.0,49,Female,1,1,gain_muscle,39.14,19.03,15.04,45.89,12.27,3.69,28.27,1927,148.9,178.3,68.7
1.798,64.4,20,Male,3,3,lose_fat,34.56,13.77,8.86,38.55,10.94,3.16,19.9,2250,136.6,260.8,73.4
1.677,57.5,16,Female,2,1,maintain,25.01,26.03,14.97,29.8,7.61,3.08,20.46,1877,86.5,220.5,72.1
1.586,64.2,26,Female,3,3,lose_fat,26.98,30.48,19.57,32.8,8.68,3.1,25.53,1660,115.3,168.1,58.5
1.729,64.3,18,Female,2,1,lose_fat,29.24,33.87,21.78,31.34,9.13,3.16,21.52,1463,82.1,161.9,54.1
1.705,74.2,35,Male,2,1,gain_muscle,38.7,23.09,17.12,42.33,11.5,3.54,25.49,2451,136.4,305.1,76.1
1.858,82.7,50,Male,1,1,lose_fat,40.24,20.55,16.99,46.0,13.25,3.7,23.95,1582,135.1,152.6,47.9
1.679,78.9,24,Female,2,1,lose_fat,33.49,27.45,21.64,42.92,11.21,3.57,27.97,1753,114.5,200.4,54.8
1.678,76.6,59,Male,1,1,maintain,37.18,22.12,16.94,42.35,11.27,3.88,27.19,1847,113.9,200.7,65.4
1.601,52.5,51,Female,1,2,lose_fat,22.7,35.46,18.62,25.22,7.21,2.39,20.48,1100,80.1,125.6,30.8
1.694,74.5,20,Male,4,2,lose_fat,35.81,21.11,15.72,42.77,11.49,3.96,25.94,2456,133.8,289.8,84.6
1.547,60.7,39,Female,4,1,lose_fat,24.21,23.27,14.13,34.07,9.77,3.05,25.37,1754,98.4,193.2,65.3
1.734,64.1,45,Male,2,2,maintain,27.53,24.71,15.84,33.14,9.44,3.1,21.32,2038,112.8,247.5,66.3
1.607,48.7,21,Female,1,1,lose_fat,24.11,29.35,14.3,24.57,7.66,2.51,18.86,1100,65.4,121.8,39.0
1.743,82.4,30,Male,2,1,gain_muscle,43.55,17.36,14.3,49.61,13.85,2.69,27.12,2592,154.3,310.5,81.4
1.866,86.6,57,Male,2,1,lose_fat,44.62,18.89,16.35,50.43,12.96,4.03,24.87,1986,144.1,209.7,63.4
1.806,97.7,42,Male,3,1,lose_fat,46.37,24.07,23.52,55.15,14.45,5.06,29.98,2416,164.5,262.4,78.7
1.656,73.9,65,Female,5,3,lose_fat,28.86,27.05,19.98,39.93,9.24,3.81,26.93,1957,128.7,205.8,68.8
1.75,52.8,20,Male,1,1,gain_muscle,26.84,21.22,11.21,29.1,8.59,2.0,17.25,2029,85.6,262.8,70.6
1.736,97.1,54,Male,3,2,gain_muscle,48.8,13.38,12.99,61.18,14.83,4.19,32.24,3021,205.2,307.7,107.7
1.723,81.4,39,Male,5,3,lose_fat,43.08,24.92,20.3,44.26,11.88,4.1,27.45,2668,144.3,323.1,88.7
1.523,56.0,24,Female,4,3,maintain,27.47,25.03,14.01,31.88,7.73,2.91,24.13,2096,105.6,254.2,73.0
1.638,70.9,35,Male,2,1,maintain,33.11,12.35,8.76,47.12,12.15,3.51,26.43,2167,111.8,263.2,74.1
1.496,45.8,34,Female,2,2,maintain,21.81,30.31,13.87,23.88,5.91,2.0,20.46,1459,71.3,173.3,53.4
1.777,95.1,65,Male,5,3,maintain,49.16,14.43,13.72,60.2,14.93,3.94,30.11,3325,182.8,388.4,115.6
1.692,80.2,58,Male,3,2,maintain,36.31,19.25,15.44,46.23,13.61,3.33,28.02,2424,139.1,295.0,76.4
1.775,52.0,20,Male,2,2,gain_muscle,26.33,11.1,5.77,34.4,10.21,2.47,16.5,2364,105.3,308.2,78.9
1.624,61.3,51,Female,2,1,lose_fat,28.69,39.04,23.92,27.53,6.57,2.91,23.22,1100,75.3,113.3,38.4
1.778,94.1,21,Male,4,3,lose_fat,47.8,16.14,15.18,57.93,14.6,4.19,29.77,2961,203.5,313.1,99.4
1.614,71.5,20,Female,2,2,maintain,31.76,27.23,19.46,36.89,10.27,4.13,27.43,1945,125.1,225.9,60.1
1.765,83.8,40,Male,3,2,gain_muscle,40.61,21.65,18.15,47.96,13.03,5.08,26.92,2962,158.7,337.0,108.8
1.553,50.5,39,Female,2,1,maintain,20.69,30.76,15.52,24.88,6.54,2.23,20.93,1565,72.4,214.2,46.5
1.775,94.1,67,Male,4,3,gain_muscle,39.1,11.92,11.22,60.32,15.71,3.93,29.85,3262,195.4,340.2,124.4
1.711,74.8,68,Male,2,1,gain_muscle,32.71,20.41,15.28,42.99,11.62,3.76,25.57,2179,124.9,253.1,74.1
1.761,82.1,51,Female,1,2,gain_muscle,35.65,24.26,19.91,44.06,11.35,3.86,26.46,2021,175.3,177.8,67.6
1.555,59.4,29,Female,1,1,lose_fat,26.18,28.05,16.66,30.63,8.57,3.08,24.54,1100,87.4,106.2,36.2
1.58,62.7,64,Female,3,3,lose_fat,27.07,22.98,14.41,33.87,9.73,2.7,25.14,1374,109.8,135.6,43.6
1.586,62.4,38,Female,5,3,maintain,26.63,24.91,15.54,33.73,9.47,3.19,24.81,2399,109.2,314.8,78.1
1.806,73.2,54,Male,3,2,lose_fat,32.45,23.48,17.19,41.35,10.42,3.82,22.45,1961,124.0,229.2,60.9
1.662,64.8,32,Female,1,2,maintain,32.36,31.95,20.72,32.3,8.56,3.26,23.49,1637,113.6,159.1,60.7
1.634,73.7,20,Male,1,2,gain_muscle,38.7,17.33,12.77,46.44,12.33,2.81,27.6,2258,155.4,248.2,71.5
1.557,60.5,33,Female,3,2,maintain,29.48,32.38,19.58,29.71,7.08,2.99,24.93,1951,105.1,218.8,72.8
1.689,59.1,34,Female,3,2,maintain,25.2,37.12,21.94,26.04,7.39,2.92,20.71,2007,94.5,252.0,69.0
1.691,74.1,29,Male,2,2,maintain,36.63,24.26,17.97,39.78,10.51,3.55,25.92,2306,117.4,297.1,72.0
1.663,67.4,67,Female,2,1,lose_fat,29.4,26.16,17.62,35.83,9.18,3.23,24.37,1217,98.1,125.4,35.9
1.576,64.8,23,Female,4,2,lose_fat,31.56,33.46,21.68,31.52,7.75,3.6,26.08,1748,90.6,210.0,60.6
1.791,88.9,24,Male,1,2,gain_muscle,47.62,15.86,14.1,54.62,14.2,3.92,27.71,2548,175.5,286.0,78.0
1.715,83.1,34,Male,2,1,maintain,42.46,20.69,17.2,49.09,13.65,3.63,28.25,2363,113.1,292.7,82.2
1.586,60.9,51,Female,2,2,lose_fat,23.76,28.23,17.2,31.41,8.62,2.88,24.21,1205,100.1,107.6,41.6
1.61,58.1,52,Male,4,2,gain_muscle,24.23,19.26,11.18,34.05,9.14,3.17,22.41,2575,119.6,345.5,79.4
1.642,69.1,31,Male,2,2,lose_fat,33.35,18.65,12.9,39.18,10.74,3.13,25.64,1677,123.1,163.8,58.8
1.647,59.1,66,Female,2,1,maintain,26.2,31.79,18.79,27.98,7.88,2.6,21.78,1574,77.9,203.3,49.9
1.642,64.6,62,Female,3,2,lose_fat,29.88,31.73,20.5,31.14,9.13,3.66,23.97,1361,99.0,140.2,44.9
1.654,59.8,42,Female,3,1,gain_muscle,24.5,31.26,18.71,31.12,8.16,2.61,21.86,2180,97.4,298.0,66.5
1.562,67.8,60,Female,3,2,lose_fat,30.98,29.21,19.81,35.24,9.75,3.34,27.78,1420,106.6,133.2,51.2
1.765,94.4,56,Male,3,2,gain_muscle,41.97,22.32,21.08,52.87,14.73,5.65,30.31,2950,183.1,320.2,104.1
1.773,69.0,35,Male,4,3,gain_muscle,34.91,22.4,15.46,38.2,9.72,3.85,21.95,3164,146.3,383.9,115.9
1.689,63.1,51,Male,1,2,gain_muscle,32.34,9.57,6.04,40.03,11.21,2.93,22.12,1949,133.4,211.6,63.2
1.741,71.6,44,Male,4,3,lose_fat,30.82,17.86,12.78,41.1,11.87,3.45,23.61,2271,153.1,244.1,75.8
1.645,57.8,16,Female,3,1,maintain,28.48,21.13,12.22,34.03,8.66,3.08,21.37,2102,96.5,276.0,68.0
1.907,76.5,29,Male,5,3,gain_muscle,32.62,16.17,12.37,46.14,12.48,3.48,21.02,3784,163.9,507.8,121.9
1.784,74.3,25,Male,4,3,lose_fat,38.47,21.19,15.73,43.17,10.58,4.19,23.34,2487,137.6,303.2,80.4
1.637,59.9,32,Female,3,2,lose_fat,23.05,36.19,21.68,26.86,6.98,2.63,22.37,1463,88.5,165.4,49.7
1.672,63.5,17,Female,2,2,lose_fat,27.63,24.71,15.69,35.31,8.8,2.74,22.71,1561,98.3,166.2,55.9
1.594,56.9,65,Female,1,1,maintain,25.49,32.7,18.61,27.63,7.54,2.82,22.41,1300,79.6,150.4,42.2
1.575,50.9,29,Female,1,2,maintain,21.44,30.46,15.5,26.27,6.91,2.22,20.51,1392,80.7,171.7,42.5
1.543,47.6,55,Female,1,1,maintain,18.75,20.89,9.95,29.42,7.49,2.0,20.0,1195,69.4,139.4,40.0
1.623,63.0,54,Female,2,1,maintain,25.12,24.75,15.59,33.3,10.15,2.35,23.91,1707,94.8,205.7,56.1
1.525,47.9,65,Female,3,1,gain_muscle,18.0,28.72,13.76,24.02,6.82,2.39,20.61,1629,93.8,183.8,57.6
1.825,61.7,29,Female,2,2,lose_fat,27.71,31.6,19.51,31.2,8.43,2.76,18.54,1535,87.1,183.0,50.5
1.588,53.5,28,Female,4,2,lose_fat,24.42,26.33,14.09,27.1,7.56,2.67,21.21,1744,86.2,221.3,57.1
1.692,64.6,64,Male,5,1,gain_muscle,32.95,19.49,12.6,38.11,10.2,2.99,22.59,2822,110.5,393.2,89.7
1.578,77.4,53,Female,3,2,gain_muscle,31.67,31.34,24.25,37.54,10.71,3.77,31.07,2323,155.8,253.0,76.4
1.774,91.2,62,Male,4,3,lose_fat,41.74,20.75,18.92,51.77,14.79,4.42,28.96,2441,177.2,250.4,81.2
1.698,60.4,68,Male,2,1,gain_muscle,30.44,20.46,12.37,35.77,9.97,3.01,20.96,2016,109.5,252.5,63.1
1.619,72.8,41,Female,3,2,maintain,30.02,23.47,17.1,40.69,10.12,3.23,27.78,2125,137.2,238.6,69.1
1.727,98.8,65,Male,1,1,lose_fat,45.87,24.14,23.84,54.46,15.2,4.91,33.13,1541,144.3,125.7,51.2
1.644,77.3,40,Female,5,1,gain_muscle,35.75,26.21,20.27,39.58,11.37,4.21,28.6,2924,154.5,356.7,97.7
1.509,52.5,57,Female,3,2,lose_fat,22.78,31.66,16.63,24.8,7.48,2.39,23.06,1100,82.9,109.5,36.7
1.783,97.4,54,Male,4,3,lose_fat,41.86,22.23,21.66,56.27,16.14,4.34,30.63,2628,166.4,285.2,91.3
1.694,79.6,42,Female,5,3,lose_fat,32.1,33.53,26.7,36.7,9.91,4.16,27.76,2252,128.5,278.6,69.3
1.574,55.4,19,Female,3,2,gain_muscle,23.18,21.33,11.82,32.07,7.85,2.53,22.37,2218,115.6,263.4,78.0
1.606,67.8,16,Female,1,1,maintain,30.18,27.18,18.42,36.46,9.09,3.68,26.27,1679,99.1,203.9,51.9
1.945,80.0,31,Male,1,2,gain_muscle,35.04,13.27,10.61,50.19,13.81,3.98,21.15,2465,165.1,254.5,87.4
1.542,56.1,45,Female,4,2,maintain,28.04,23.5,13.18,30.31,8.13,2.71,23.57,1993,86.0,251.4,71.5
1.822,65.2,37,Male,4,2,maintain,28.04,17.25,11.24,38.25,10.63,3.55,19.63,2776,122.1,362.6,93.0
1.63,53.0,59,Female,1,1,gain_muscle,24.79,18.0,9.53,31.43,8.56,2.72,19.93,1481,102.6,149.8,52.4
1.879,88.2,53,Male,3,1,lose_fat,42.95,24.05,21.21,49.01,12.43,3.76,24.98,2167,157.1,210.3,77.5
1.761,73.0,54,Male,1,1,lose_fat,37.26,27.2,19.87,37.2,8.79,2.92,23.54,1276,108.2,99.2,49.6
1.747,78.2,24,Male,3,2,maintain,33.12,23.58,18.44,43.93,11.28,3.01,25.63,2678,146.0,329.1,86.4
1.557,61.6,32,Female,1,1,gain_muscle,27.22,33.54,20.68,31.1,8.03,2.84,25.44,1735,113.5,193.4,56.4
1.547,42.0,45,Female,4,3,lose_fat,18.0,23.08,9.69,24.75,6.18,2.0,17.56,1381,72.0,164.6,48.3
1.612,71.6,34,Female,2,2,maintain,29.93,22.85,16.35,39.44,11.79,3.89,27.52,1927,112.3,228.8,62.5
1.574,63.2,56,Female,2,1,lose_fat,27.59,27.71,17.52,31.97,8.67,3.28,25.52,1123,86.3,108.7,38.1
